ExpID: 1768622538
Start Location: 1000
Location: Chicago_sat
Number of Location: 1000
StartTime: 2026-01-16 23:02:18.463105

Item: 1000, Location ID: tzzH1opTDd2sVPxCFza03Q_41.878805_-87.644035, lat:41.878805, long:-87.644035, alt2282, time(sec): 15.123999118804932
Item: 1343, Location ID: 2oA2VcnmnYxU9xYvWU7qYw_41.881644_-87.627756, lat:41.881644, long:-87.627756, alt2282, time(sec): 16.181981325149536
Item: 1344, Location ID: j556Ma2DOsfm2oIsrUx52A_41.861560_-87.660597, lat:41.86156, long:-87.660597, alt2287, time(sec): 15.172616481781006
Item: 1345, Location ID: gxBUmhHdnxPSrKoN1AIAqw_41.880447_-87.649528, lat:41.880447, long:-87.649528, alt2287, time(sec): 16.19861674308777
Item: 1346, Location ID: YDQ4PwH1uvZyuoKZ4xLoRg_41.885415_-87.647432, lat:41.885415, long:-87.647432, alt2282, time(sec): 14.171414613723755
Item: 1347, Location ID: 7vLFd7Yrf5a3qKgpO6vaQw_41.890138_-87.686649, lat:41.890138, long:-87.686649, alt2284, time(sec): 14.15950322151184
Item: 1348, Location ID: ZQH-XkpyAdYwY_NkZn2kIQ_41.885799_-87.680903, lat:41.885799, long:-87.680903, alt2284, time(sec): 14.19190788269043
Item: 1349, Location ID: 0H08UNuH0dC6l1mFXxlSMA_41.876080_-87.653902, lat:41.87608, long:-87.653902, alt2281, time(sec): 15.12877082824707
Item: 1350, Location ID: CQhwBMkelejYdfy_O5lyWQ_41.852618_-87.678072, lat:41.852618, long:-87.678072, alt2281, time(sec): 15.152225017547607
Item: 1351, Location ID: WWt3qFbhLgtj5yv0iD4jOQ_41.861124_-87.634622, lat:41.861124, long:-87.634622, alt2279, time(sec): 15.131950378417969
Item: 1352, Location ID: Z4XiVjjy7OUfnOnUEMNBYw_41.880156_-87.658820, lat:41.880156, long:-87.65882, alt2283, time(sec): 15.127508163452148
Item: 1353, Location ID: w1Ji82Yts68-8vAk9sBWOA_41.873779_-87.657074, lat:41.873779, long:-87.657074, alt2282, time(sec): 14.152550220489502
Item: 1354, Location ID: bRM9WLGHP6Otzy7leJpTGA_41.891300_-87.642729, lat:41.8913, long:-87.642729, alt2283, time(sec): 15.131939888000488
Item: 1355, Location ID: pRtkXxJJb2FN6n13iqCzHw_41.867609_-87.671706, lat:41.867609, long:-87.671706, alt2283, time(sec): 15.142101764678955
Item: 1356, Location ID: YtXzGeJMInZBn5_SbBvtgA_41.889599_-87.688944, lat:41.889599, long:-87.688944, alt2287, time(sec): 14.140000104904175
Item: 1357, Location ID: Oc37bunRQPVbl3CsJqvbQg_41.870227_-87.690671, lat:41.870227, long:-87.690671, alt2283, time(sec): 15.141319751739502
Item: 1358, Location ID: IGErOUpa6vsAGOKp-LHSvQ_41.863049_-87.617206, lat:41.863049, long:-87.617206, alt2289, time(sec): 16.199376821517944
Item: 1359, Location ID: Kzao00D69jfw6mEN22dSRw_41.882484_-87.647963, lat:41.882484, long:-87.647963, alt2292, time(sec): 15.1405611038208
Item: 1360, Location ID: rKKmIC4daJbN1cv_BdTo3Q_41.865757_-87.626402, lat:41.865757, long:-87.626402, alt2284, time(sec): 16.1429660320282
Item: 1361, Location ID: kJHKrFazlhpZqmhdFtxkhA_41.885755_-87.683966, lat:41.885755, long:-87.683966, alt2282, time(sec): 14.243980407714844
Item: 1362, Location ID: e9js0NAxSPd0TMfgBhODCQ_41.892030_-87.645842, lat:41.89203, long:-87.645842, alt2282, time(sec): 14.219161987304688
Item: 1363, Location ID: h0df3KoYzeNe2GzTkyNowQ_41.857584_-87.646160, lat:41.857584, long:-87.64616, alt2283, time(sec): 15.149151802062988
Item: 1364, Location ID: jQ3MKFgpEukFybjaRIGEVw_41.882960_-87.690987, lat:41.88296, long:-87.690987, alt2283, time(sec): 14.19445538520813
Item: 1365, Location ID: PBwqDtQg6c11aGlYNb7m5g_41.863781_-87.647876, lat:41.863781, long:-87.647876, alt2281, time(sec): 15.194710493087769
Item: 1366, Location ID: 87r-Sn78kNQc0rufXcnC1A_41.888475_-87.633996, lat:41.888475, long:-87.633996, alt2294, time(sec): 17.149147272109985
Item: 1367, Location ID: 8yLJD4ZwpiWz9bTMyOyaJw_41.862419_-87.661459, lat:41.862419, long:-87.661459, alt2285, time(sec): 15.188152551651001
Item: 1368, Location ID: z1SQU1dhcz6rFQ6FGY1Kmw_41.877021_-87.656315, lat:41.877021, long:-87.656315, alt2287, time(sec): 15.152372598648071
Item: 1369, Location ID: DX9lVp2X6N0lPS6S9NcTUw_41.876719_-87.644711, lat:41.876719, long:-87.644711, alt2277, time(sec): 15.149962663650513
Item: 1370, Location ID: 2pd4XXMSjeeDhNCXKXyupA_41.891610_-87.631584, lat:41.89161, long:-87.631584, alt2282, time(sec): 15.123250246047974
Item: 1371, Location ID: G90-4Ujoi3D0etnO4GyOAA_41.890057_-87.628628, lat:41.890057, long:-87.628628, alt2286, time(sec): 15.25558090209961
Item: 1372, Location ID: _gYIgZEiJyWQW-KQdNu7pw_41.891987_-87.667784, lat:41.891987, long:-87.667784, alt2284, time(sec): 16.22708010673523
Item: 1373, Location ID: irj5qvwUy6R5cx-BzQSesg_41.894928_-87.642937, lat:41.894928, long:-87.642937, alt2282, time(sec): 15.121553659439087
Item: 1374, Location ID: l4d6eOKjAcdKOxU8lF49cQ_41.857378_-87.664321, lat:41.857378, long:-87.664321, alt2282, time(sec): 15.154083251953125
Item: 1375, Location ID: ygqSUKFLVlRYpd8BNEEODw_41.889092_-87.684834, lat:41.889092, long:-87.684834, alt2284, time(sec): 14.155340433120728
Item: 1376, Location ID: tIuZnX3u1LqYZjn0O_XbvQ_41.871457_-87.617687, lat:41.871457, long:-87.617687, alt2282, time(sec): 15.120387554168701
Item: 1377, Location ID: ZSBtvgyGLJcutXyiXHb3Rg_41.890796_-87.632129, lat:41.890796, long:-87.632129, alt2283, time(sec): 15.158947944641113
Item: 1378, Location ID: 3FbcMBn0-zDKCjT5qO-Oqg_41.883010_-87.687147, lat:41.88301, long:-87.687147, alt2287, time(sec): 14.146238088607788
Item: 1379, Location ID: NM1uwghfhZH9coZIr7jRSw_41.869766_-87.642438, lat:41.869766, long:-87.642438, alt2279, time(sec): 15.154490947723389
Item: 1380, Location ID: 5HDL-7J6fRayNXQ8QISlDw_41.886373_-87.650981, lat:41.886373, long:-87.650981, alt2287, time(sec): 15.192904233932495
Item: 1381, Location ID: 9h-BCf1eryEkVl4-Pw0xoQ_41.884475_-87.691097, lat:41.884475, long:-87.691097, alt2284, time(sec): 14.146272897720337
Item: 1382, Location ID: wr0nlASWUbSFyLjWNhm5-g_41.894476_-87.629759, lat:41.894476, long:-87.629759, alt2289, time(sec): 16.15215539932251
Item: 1383, Location ID: KnVdczuHSZHC2RWIuhQiOA_41.882047_-87.627632, lat:41.882047, long:-87.627632, alt2282, time(sec): 17.177823781967163
Item: 1384, Location ID: C8cKpFvdHtTVDoVhieQrhw_41.882144_-87.650126, lat:41.882144, long:-87.650126, alt2286, time(sec): 15.226943016052246
Item: 1385, Location ID: 204qbSsi3bFFKLrJOLmo8g_41.886518_-87.618410, lat:41.886518, long:-87.61841, alt2285, time(sec): 17.174750328063965
Item: 1386, Location ID: m-67g1T1Vnn2We5PCu3fNw_41.892116_-87.629714, lat:41.892116, long:-87.629714, alt2278, time(sec): 15.149558544158936
Item: 1387, Location ID: 0hxMUDzRRCs9jIjpc-zrAA_41.875320_-87.683071, lat:41.87532, long:-87.683071, alt2278, time(sec): 15.161552429199219
Item: 1388, Location ID: 2g7f9N2oI3Ls2RXQCLVBbg_41.886275_-87.638491, lat:41.886275, long:-87.638491, alt2277, time(sec): 16.158034324645996
Item: 1389, Location ID: OkcrWamXZBhZqKJJHvgYyw_41.852108_-87.625494, lat:41.852108, long:-87.625494, alt2290, time(sec): 15.159095525741577
Item: 1390, Location ID: Re7nGWGsDKNY9fcICMyszw_41.879387_-87.634600, lat:41.879387, long:-87.6346, alt2282, time(sec): 17.193569660186768
Item: 1391, Location ID: 2y3k0lFwInCWKv32avTiSA_41.859826_-87.652089, lat:41.859826, long:-87.652089, alt2285, time(sec): 15.1986985206604
Item: 1392, Location ID: 4-mCwdSo8akej4mZiBkk3w_41.877363_-87.681460, lat:41.877363, long:-87.68146, alt2282, time(sec): 14.137888431549072
Item: 1393, Location ID: DbGNbDjYC2Z1kKrRxpvtmA_41.869773_-87.675260, lat:41.869773, long:-87.67526, alt2289, time(sec): 15.194126844406128
Item: 1394, Location ID: Z-TMPs2cnrJVGMz0pNMDlw_41.857855_-87.624858, lat:41.857855, long:-87.624858, alt2282, time(sec): 15.215638637542725
Item: 1395, Location ID: lQlEI04MkWVLrJQZw7cWyw_41.865782_-87.654404, lat:41.865782, long:-87.654404, alt2282, time(sec): 15.142390489578247
Item: 1396, Location ID: bLy_gL9rMjTRwzB9Vsj8bA_41.884444_-87.641842, lat:41.884444, long:-87.641842, alt2284, time(sec): 15.157387733459473
Item: 1397, Location ID: 7oSb32XMxOOmAZnQFGQZ0Q_41.876241_-87.658061, lat:41.876241, long:-87.658061, alt2288, time(sec): 15.171770095825195
Item: 1398, Location ID: 1duarIAyihVgcXv7NBPiQw_41.886820_-87.644836, lat:41.88682, long:-87.644836, alt2288, time(sec): 14.177333116531372
Item: 1399, Location ID: hMA2gUYe-mWmEZ0AUHkG1Q_41.888422_-87.633479, lat:41.888422, long:-87.633479, alt2295, time(sec): 15.1260085105896
Item: 1400, Location ID: ZOKaqe7msCmrzROOP9U2Tw_41.872765_-87.654280, lat:41.872765, long:-87.65428, alt2284, time(sec): 15.13630485534668
Item: 1401, Location ID: -yUcB2O2jSFBAM4HAYhONw_41.854458_-87.679009, lat:41.854458, long:-87.679009, alt2286, time(sec): 14.174216985702515
Item: 1402, Location ID: O-Gg1A3lDd50qluU6CcWlA_41.855572_-87.663162, lat:41.855572, long:-87.663162, alt2283, time(sec): 15.160286903381348
Item: 1403, Location ID: vRlkMp7SOYbCZSZdnlwb7A_41.879003_-87.632313, lat:41.879003, long:-87.632313, alt2283, time(sec): 16.142945528030396
Item: 1404, Location ID: Nwb3pvT3W5uJ3EyEaW_lbw_41.884835_-87.660136, lat:41.884835, long:-87.660136, alt2284, time(sec): 15.1413733959198
Item: 1405, Location ID: z7MJTEpyjGWjFplPCpIYHw_41.857837_-87.619595, lat:41.857837, long:-87.619595, alt2286, time(sec): 14.136852741241455
Item: 1406, Location ID: fYhKoQtCZGPOvSvrcIhYaQ_41.857662_-87.654852, lat:41.857662, long:-87.654852, alt2285, time(sec): 15.200119733810425
Item: 1407, Location ID: ljAvtSyI6DeDvGIIxGrfdw_41.889023_-87.623018, lat:41.889023, long:-87.623018, alt2283, time(sec): 16.178664922714233
Item: 1408, Location ID: vd5QZOtPrE0jRIlZtkqcwg_41.880210_-87.666116, lat:41.88021, long:-87.666116, alt2285, time(sec): 15.166156768798828
Item: 1409, Location ID: LeY0Nbpb01EFfGg7RACvEQ_41.869107_-87.640744, lat:41.869107, long:-87.640744, alt2290, time(sec): 15.162888288497925
Item: 1410, Location ID: GJxDryd5apRo-9_D7KJx_w_41.861542_-87.661511, lat:41.861542, long:-87.661511, alt2285, time(sec): 14.144614934921265
Item: 1411, Location ID: 0j6XJMiH2MzAJyicbugrJw_41.856365_-87.668611, lat:41.856365, long:-87.668611, alt2281, time(sec): 15.178946733474731
Item: 1412, Location ID: kwHgCAE59rCWi9j71rLcoA_41.864161_-87.621773, lat:41.864161, long:-87.621773, alt2276, time(sec): 16.154253005981445
Item: 1413, Location ID: T8rIJizErAjt-U78XbWBLg_41.858323_-87.657053, lat:41.858323, long:-87.657053, alt2286, time(sec): 14.164514780044556
Item: 1414, Location ID: Dciuh24If4UwaMA32Vvs0A_41.892475_-87.631605, lat:41.892475, long:-87.631605, alt2282, time(sec): 16.236576080322266
Item: 1415, Location ID: 28C3EDuP0mlKdARGGNcX_g_41.869031_-87.653013, lat:41.869031, long:-87.653013, alt2288, time(sec): 15.13322901725769
Item: 1416, Location ID: WkhaOEI_rap9skZ5tGCjSQ_41.856702_-87.649332, lat:41.856702, long:-87.649332, alt2284, time(sec): 15.151204586029053
Item: 1417, Location ID: DWWji-qv63aJuKBqbQAwSA_41.854288_-87.659743, lat:41.854288, long:-87.659743, alt2282, time(sec): 14.158910512924194
Item: 1418, Location ID: _J9wtufZ72EifzQ0UkyOaQ_41.860549_-87.627360, lat:41.860549, long:-87.62736, alt2293, time(sec): 15.139997243881226
Item: 1419, Location ID: o4hKjj6-iAD-IjC3g1aZMw_41.894010_-87.682266, lat:41.89401, long:-87.682266, alt2283, time(sec): 15.121835708618164
Item: 1420, Location ID: Sio3fp60gzBU778vwvC84w_41.886624_-87.631008, lat:41.886624, long:-87.631008, alt2282, time(sec): 16.134616374969482
Item: 1421, Location ID: HJ1UW3yErKq4arm-pOEp4A_41.869416_-87.677912, lat:41.869416, long:-87.677912, alt2286, time(sec): 15.160325050354004
Item: 1422, Location ID: 2PuBvISaK5n8xdxelbwydA_41.877548_-87.672131, lat:41.877548, long:-87.672131, alt2281, time(sec): 15.156841516494751
Item: 1423, Location ID: yAiBvWCk-kBvsaTOXsByhA_41.867719_-87.643011, lat:41.867719, long:-87.643011, alt2284, time(sec): 14.152801275253296
Item: 1424, Location ID: YnBI--7_yYyaingSlup6FQ_41.865206_-87.659420, lat:41.865206, long:-87.65942, alt2285, time(sec): 14.198710203170776
Item: 1425, Location ID: ZZha3L5PiWFqmnO0X_Y_JQ_41.875015_-87.647295, lat:41.875015, long:-87.647295, alt2282, time(sec): 15.17276406288147
Item: 1426, Location ID: ULZeYd7iIkyBcYKK0vgw1Q_41.878681_-87.627781, lat:41.878681, long:-87.627781, alt2280, time(sec): 16.126880407333374
Item: 1427, Location ID: VPFIcj451vj-hycrFtApsw_41.890498_-87.661827, lat:41.890498, long:-87.661827, alt2282, time(sec): 15.132248640060425
Item: 1428, Location ID: CXTiyXKyY79vU52BabKQXA_41.882601_-87.682823, lat:41.882601, long:-87.682823, alt2285, time(sec): 14.114368677139282
Item: 1429, Location ID: GnVV0zcv9y1UJlAJGZNUrg_41.876131_-87.681463, lat:41.876131, long:-87.681463, alt2280, time(sec): 15.17521858215332
Item: 1430, Location ID: blJ3nIJitSsBOW_hfVARRw_41.868456_-87.625817, lat:41.868456, long:-87.625817, alt2286, time(sec): 16.16110587120056
Item: 1431, Location ID: VBpYsXh2o4MoGobKXYXS1w_41.892225_-87.686204, lat:41.892225, long:-87.686204, alt2283, time(sec): 14.126894235610962
Item: 1432, Location ID: MElzbW484C78Mp5NXmGf8A_41.894294_-87.665928, lat:41.894294, long:-87.665928, alt2283, time(sec): 15.226348161697388
Item: 1433, Location ID: ceVr6WOnk40-JGGC2xzLcg_41.870515_-87.681029, lat:41.870515, long:-87.681029, alt2282, time(sec): 14.177754640579224
Item: 1434, Location ID: 8YbswqJlOMekZpH_u8bRFg_41.882358_-87.671867, lat:41.882358, long:-87.671867, alt2280, time(sec): 15.132181644439697
Item: 1435, Location ID: SD4LkGAE_nHoQ9wqqTW1MQ_41.878138_-87.633437, lat:41.878138, long:-87.633437, alt2283, time(sec): 16.22961688041687
Item: 1436, Location ID: E0I7n6rC71oJJ6_WwrXw_Q_41.876906_-87.681678, lat:41.876906, long:-87.681678, alt2279, time(sec): 14.256194353103638
Item: 1437, Location ID: jwQ0XOc-FsoM4HulCuYwUw_41.854387_-87.685786, lat:41.854387, long:-87.685786, alt2284, time(sec): 15.138266324996948
Item: 1438, Location ID: KoRvv6WihgBv03OOEFWk2g_41.873039_-87.643880, lat:41.873039, long:-87.64388, alt2291, time(sec): 14.15611982345581
Item: 1439, Location ID: NTMk2ZLQniBFBza6Jxl5nA_41.857650_-87.678927, lat:41.85765, long:-87.678927, alt2281, time(sec): 14.168356657028198
Item: 1440, Location ID: 2qX5CqoqBPgVOda-9D7XCw_41.891928_-87.638197, lat:41.891928, long:-87.638197, alt2284, time(sec): 16.15029215812683
Item: 1441, Location ID: AEVIIzOyCaRbcMXw26EYPg_41.868419_-87.668062, lat:41.868419, long:-87.668062, alt2285, time(sec): 15.124876260757446
Item: 1442, Location ID: 6isVS04W2JEC3N8Ruf_Jdg_41.894422_-87.632053, lat:41.894422, long:-87.632053, alt2285, time(sec): 16.164809942245483
Item: 1443, Location ID: 7egBtXZYsSfE5JYNtZ2OsQ_41.868548_-87.633455, lat:41.868548, long:-87.633455, alt2277, time(sec): 15.124489784240723
Item: 1444, Location ID: w-cydxUuuq1ezEAgHlbgQw_41.884847_-87.659310, lat:41.884847, long:-87.65931, alt2282, time(sec): 15.166619539260864
Item: 1445, Location ID: virTZH7EIlLZlK9_PJTEDw_41.867332_-87.680284, lat:41.867332, long:-87.680284, alt2287, time(sec): 14.192289113998413
Item: 1446, Location ID: AXyMybxjM2BYZKB4qF9ckA_41.853677_-87.667749, lat:41.853677, long:-87.667749, alt2281, time(sec): 15.147603750228882
Item: 1447, Location ID: Mq9r8vmkVsgrh4WeFZ2PRA_41.891782_-87.621285, lat:41.891782, long:-87.621285, alt2305, time(sec): 17.166563034057617
Item: 1448, Location ID: WT6GPdxEAFlHfp9qsXRbaQ_41.866297_-87.667928, lat:41.866297, long:-87.667928, alt2285, time(sec): 14.16614294052124
Item: 1449, Location ID: EyMolChhRRsu0hveqck9MQ_41.866290_-87.630569, lat:41.86629, long:-87.630569, alt2285, time(sec): 14.19987964630127
Item: 1450, Location ID: 5xEEJq5k4LsK1bwspyrt2g_41.867371_-87.627139, lat:41.867371, long:-87.627139, alt2282, time(sec): 14.187521696090698
Item: 1451, Location ID: 25UlNiZmHtM56st8g8G4rA_41.876643_-87.628351, lat:41.876643, long:-87.628351, alt2310, time(sec): 16.159968852996826
Item: 1452, Location ID: bPwpKu-Q-X0_3bULuz4txw_41.863826_-87.685149, lat:41.863826, long:-87.685149, alt2281, time(sec): 14.186710834503174
Item: 1453, Location ID: 4iDKJS6DRDSfc9P0qMmiJA_41.880705_-87.687224, lat:41.880705, long:-87.687224, alt2282, time(sec): 15.181732892990112
Item: 1454, Location ID: 1R2FWFZI7H4wwV4PEVYA0A_41.868701_-87.643732, lat:41.868701, long:-87.643732, alt2279, time(sec): 14.149829626083374
Item: 1455, Location ID: OO1WTg98mskJibo4hwQjxw_41.852889_-87.691155, lat:41.852889, long:-87.691155, alt2282, time(sec): 15.223012924194336
Item: 1456, Location ID: yoeCPuycAUAWMmoXwVsbSg_41.884132_-87.618180, lat:41.884132, long:-87.61818, alt2331, time(sec): 16.140887022018433
Item: 1457, Location ID: nTARWdfa73k5UehOlNKBYQ_41.893107_-87.635763, lat:41.893107, long:-87.635763, alt2286, time(sec): 15.216631412506104
Item: 1458, Location ID: 7TzlVDekahlAYSYqTZGjyA_41.881540_-87.686029, lat:41.88154, long:-87.686029, alt2284, time(sec): 14.16564416885376
Item: 1459, Location ID: x3TEUcUhBrZWb7yXMLD6FQ_41.885133_-87.637681, lat:41.885133, long:-87.637681, alt2279, time(sec): 17.147231578826904
Item: 1460, Location ID: fHoyxgWQp8K_1dF0JLL7vQ_41.864460_-87.619000, lat:41.86446, long:-87.619, alt2278, time(sec): 15.146968841552734
Item: 1461, Location ID: hJSY_zU8JI0DZsLhShj1_g_41.891734_-87.689179, lat:41.891734, long:-87.689179, alt2285, time(sec): 15.154515266418457
Item: 1462, Location ID: nhiaEyJcA7YtqztZP8J9pA_41.892462_-87.628588, lat:41.892462, long:-87.628588, alt2299, time(sec): 16.132607460021973
Item: 1463, Location ID: bOmLXTq7KaJSuuqbMYcOEA_41.866138_-87.625832, lat:41.866138, long:-87.625832, alt2282, time(sec): 15.201426267623901
Item: 1464, Location ID: Ch9kGL4K2ZcDBjy3E9PwBw_41.888452_-87.647518, lat:41.888452, long:-87.647518, alt2281, time(sec): 16.150827884674072
Item: 1465, Location ID: Q4T8zEjVYAwAgXbWGOoWpQ_41.863344_-87.630352, lat:41.863344, long:-87.630352, alt2284, time(sec): 14.159065961837769
Item: 1466, Location ID: CqJ2Th3Pm8HStusJNIqO4Q_41.877515_-87.668241, lat:41.877515, long:-87.668241, alt2284, time(sec): 15.163636207580566
Item: 1467, Location ID: 0N0fHkDDjxyIsR5WutBCog_41.852487_-87.655392, lat:41.852487, long:-87.655392, alt2280, time(sec): 15.22267198562622
Item: 1468, Location ID: vJFyxdtKBOriuj4ra3vHHw_41.882772_-87.618244, lat:41.882772, long:-87.618244, alt2286, time(sec): 15.167990922927856
Item: 1469, Location ID: WksY2bIxKXFAbA50mf0eMA_41.887332_-87.670297, lat:41.887332, long:-87.670297, alt2284, time(sec): 15.201774597167969
Item: 1470, Location ID: B9nKi_9fS4FklGvn3hiDWA_41.856989_-87.653173, lat:41.856989, long:-87.653173, alt2283, time(sec): 15.187061309814453
Item: 1471, Location ID: Lb-winUQyKczOcajJEAaNA_41.872946_-87.690580, lat:41.872946, long:-87.69058, alt2281, time(sec): 14.1997230052948
Item: 1472, Location ID: CabpZgbWr5-S662ROF-9mg_41.869053_-87.682288, lat:41.869053, long:-87.682288, alt2281, time(sec): 14.248550415039062
Item: 1473, Location ID: weK6pc1IzPWGGvDmkOCOrw_41.859820_-87.637831, lat:41.85982, long:-87.637831, alt2283, time(sec): 15.123940706253052
Item: 1474, Location ID: rD374jgvjORS8z9MQuS1GQ_41.859326_-87.655419, lat:41.859326, long:-87.655419, alt2281, time(sec): 14.17484736442566
Item: 1475, Location ID: pbqyFJCmAC8fDMa02IAizg_41.879956_-87.679689, lat:41.879956, long:-87.679689, alt2282, time(sec): 14.145177364349365
Item: 1476, Location ID: y8Cz4t9N3XaZDQbskS4Zdg_41.858334_-87.631876, lat:41.858334, long:-87.631876, alt2281, time(sec): 14.132473707199097
Item: 1477, Location ID: dFB9Fuw_hwXrM4c2dN0JFQ_41.860463_-87.671229, lat:41.860463, long:-87.671229, alt2285, time(sec): 15.20928692817688
Item: 1478, Location ID: oDkMNAzN5PG6ehJ0xeYjnA_41.889210_-87.629996, lat:41.88921, long:-87.629996, alt2290, time(sec): 16.131182193756104
Item: 1479, Location ID: lDMdUnB5BB09jACvXwqGxA_41.887521_-87.635959, lat:41.887521, long:-87.635959, alt2278, time(sec): 15.194494485855103
Item: 1480, Location ID: Ak1AtPCktp2h_U2DWHRIDQ_41.852565_-87.650495, lat:41.852565, long:-87.650495, alt2285, time(sec): 14.128532409667969
Item: 1481, Location ID: 4evPRDTLG6VnxKFhttHAGw_41.882692_-87.650326, lat:41.882692, long:-87.650326, alt2285, time(sec): 16.1881046295166
Item: 1482, Location ID: hroxHVTFVTxarnA00QIYuA_41.855941_-87.690694, lat:41.855941, long:-87.690694, alt2285, time(sec): 15.187542200088501
Item: 1483, Location ID: nyqRmk-UTqz4791Lzb5kew_41.880905_-87.619239, lat:41.880905, long:-87.619239, alt2280, time(sec): 15.144885063171387
Item: 1484, Location ID: fOGW4nCJT4QYgC5UnMZ_PQ_41.873012_-87.631652, lat:41.873012, long:-87.631652, alt2282, time(sec): 15.140459299087524
Item: 1485, Location ID: Qggt1y0nfjSq9A5ME5da1A_41.865381_-87.630517, lat:41.865381, long:-87.630517, alt2284, time(sec): 14.158766031265259
Item: 1486, Location ID: ck8_A-Oku-BmZw7rgCKGOA_41.870063_-87.625864, lat:41.870063, long:-87.625864, alt2291, time(sec): 15.21010446548462
Item: 1487, Location ID: Ziu_ffaT4UWs8Q2aKawPNw_41.879586_-87.650821, lat:41.879586, long:-87.650821, alt2285, time(sec): 15.1531982421875
Item: 1488, Location ID: 4XVAqmNtEPzCm-vo2GBZCQ_41.889667_-87.680152, lat:41.889667, long:-87.680152, alt2281, time(sec): 15.150437593460083
Item: 1489, Location ID: Fkv9CYh0euxROGhOShPZ0A_41.883181_-87.644927, lat:41.883181, long:-87.644927, alt2284, time(sec): 15.189626216888428
Item: 1490, Location ID: q93z5OoSh-mtS1ZR34Th8A_41.891272_-87.622688, lat:41.891272, long:-87.622688, alt2307, time(sec): 16.18867516517639
Item: 1491, Location ID: BksXmRKZP16AWxgx5O-lOA_41.868181_-87.625805, lat:41.868181, long:-87.625805, alt2288, time(sec): 14.178855657577515
Item: 1492, Location ID: ufaBx2GPnAo-Xpkx_NIKtA_41.888663_-87.626193, lat:41.888663, long:-87.626193, alt2286, time(sec): 15.133112668991089
Item: 1493, Location ID: Nu7RL_BLAXk2GPIHZU-xlA_41.859652_-87.662833, lat:41.859652, long:-87.662833, alt2284, time(sec): 15.194984436035156
Item: 1494, Location ID: fTKrIMp8aVC8-pamguNo4g_41.865206_-87.617337, lat:41.865206, long:-87.617337, alt2287, time(sec): 15.155208826065063
Item: 1495, Location ID: twUEqNq2XAJj7s_75qrraw_41.853052_-87.657527, lat:41.853052, long:-87.657527, alt2281, time(sec): 14.14588189125061
Item: 1496, Location ID: lZZafJ2zbaxLBf5PBejbCQ_41.867885_-87.632377, lat:41.867885, long:-87.632377, alt2280, time(sec): 14.11669659614563
Item: 1497, Location ID: NfSi623yuFjIwmLox4D40A_41.890685_-87.647584, lat:41.890685, long:-87.647584, alt2277, time(sec): 15.150510787963867
Item: 1498, Location ID: DNPT1UOiFtMI49Z8TpnyBw_41.856003_-87.649417, lat:41.856003, long:-87.649417, alt2290, time(sec): 15.181691646575928
Item: 1499, Location ID: 5UsmDWSq8QwOFnE_kwvy0A_41.889236_-87.644663, lat:41.889236, long:-87.644663, alt2285, time(sec): 15.240606784820557
Item: 1500, Location ID: Hz722Ug8G8xG40-RZjJRgQ_41.890469_-87.651695, lat:41.890469, long:-87.651695, alt2283, time(sec): 14.168911695480347
Item: 1501, Location ID: 5mb6qWi4u6NmXj82orOmoA_41.883732_-87.633872, lat:41.883732, long:-87.633872, alt2283, time(sec): 17.152858018875122
Item: 1502, Location ID: sbA93AH0ZDMDdCUG4p4siA_41.879758_-87.668827, lat:41.879758, long:-87.668827, alt2280, time(sec): 15.17642617225647
Item: 1503, Location ID: RnwnixNpCH1Q-P1-NcB60w_41.862253_-87.656590, lat:41.862253, long:-87.65659, alt2282, time(sec): 15.192084789276123
Item: 1504, Location ID: fE-jYOOAp7vkrcJMUtaArQ_41.872664_-87.650083, lat:41.872664, long:-87.650083, alt2287, time(sec): 15.171735048294067
Item: 1505, Location ID: 9sgjTob48KENRVCS-z58ug_41.871707_-87.651261, lat:41.871707, long:-87.651261, alt2322, time(sec): 13.177638530731201
Item: 1506, Location ID: -dFQT93bFbuL8e26tDoFyA_41.877554_-87.617926, lat:41.877554, long:-87.617926, alt2292, time(sec): 14.144055366516113
Item: 1507, Location ID: SbFEf-merKf1xavVzVs4zw_41.852156_-87.619083, lat:41.852156, long:-87.619083, alt2286, time(sec): 15.155679702758789
Item: 1508, Location ID: mXEajTOD09kJGGhx3wydtw_41.882010_-87.671789, lat:41.88201, long:-87.671789, alt2279, time(sec): 14.12299919128418
Item: 1509, Location ID: Y0nI5Ilp96_XlzWW3F0YWw_41.888614_-87.640696, lat:41.888614, long:-87.640696, alt2284, time(sec): 15.15149474143982
Item: 1510, Location ID: MN1nQ3wVneoPH1dHY-BcZg_41.886574_-87.624476, lat:41.886574, long:-87.624476, alt2282, time(sec): 16.198809385299683
Item: 1511, Location ID: iEyV-Qb9YpmYDWK7uvyiPA_41.865869_-87.674969, lat:41.865869, long:-87.674969, alt2283, time(sec): 15.123754978179932
Item: 1512, Location ID: tsMiDDw59JoMBbJgQZNk2g_41.870505_-87.664106, lat:41.870505, long:-87.664106, alt2281, time(sec): 16.167253255844116
Item: 1513, Location ID: 3Fb5xb0gDdS1uFD68aIOJg_41.893088_-87.682735, lat:41.893088, long:-87.682735, alt2281, time(sec): 15.111615180969238
Item: 1514, Location ID: XEXX4F6i3mLjUjtcB02QiA_41.858626_-87.642905, lat:41.858626, long:-87.642905, alt2283, time(sec): 15.172817945480347
