ExpID: 1767266869
Start Location: 889
Location: Chicago
Number of Location: 1000
StartTime: 2026-01-01 06:27:49.627608

Item: 889, Location ID: Zbq-VZlFcrwFFvEO4mXNfA_41.874229_-87.657244, lat:41.874229, long:-87.657244, alt286, time(sec): 88.37494683265686
Item: 1238, Location ID: bw_aF9bx-9eCK0h_gPlUWA_41.870737_-87.683686, lat:41.870737, long:-87.683686, alt280, time(sec): 492.2991178035736
Item: 1239, Location ID: JNTTTcB2n2-UyRJQUKzS_A_41.881928_-87.632832, lat:41.881928, long:-87.632832, alt283, time(sec): 162.48640203475952
Item: 1240, Location ID: wXBiMePOGhTImf1WDExKTw_41.893922_-87.688059, lat:41.893922, long:-87.688059, alt284, time(sec): 93.49751567840576
Item: 1241, Location ID: Ks4p5c9TBJHHUKjQobduFw_41.857158_-87.663228, lat:41.857158, long:-87.663228, alt282, time(sec): 94.45741128921509
Item: 1242, Location ID: WHk0CpJSA3F-PLazOukFXA_41.891696_-87.646756, lat:41.891696, long:-87.646756, alt282, time(sec): 100.58171582221985
Item: 1243, Location ID: 4PJgTZW430SctjAyERDjOw_41.892572_-87.622384, lat:41.892572, long:-87.622384, alt301, time(sec): 132.30274891853333
Item: 1244, Location ID: X7ULV75B-a7mdtLuP4tXIw_41.892175_-87.683523, lat:41.892175, long:-87.683523, alt282, time(sec): 91.41224765777588
Item: 1245, Location ID: QMYZJP_VHt20g3r82Uqaqw_41.873143_-87.674430, lat:41.873143, long:-87.67443, alt282, time(sec): 94.48669719696045
Item: 1246, Location ID: uN7LGTwBzrN7fZK5LURWIA_41.866462_-87.664592, lat:41.866462, long:-87.664592, alt282, time(sec): 92.56601023674011
Item: 1247, Location ID: DFV4rWr6uNXyRXADxw-drA_41.877667_-87.633731, lat:41.877667, long:-87.633731, alt283, time(sec): 125.30564570426941
Item: 1248, Location ID: pYRMe6uTn9uKmbIy_RAAaw_41.855907_-87.627207, lat:41.855907, long:-87.627207, alt281, time(sec): 96.5217535495758
Item: 1249, Location ID: ZdJPUNdo-YUl9zbm3dzSrA_41.867419_-87.621021, lat:41.867419, long:-87.621021, alt280, time(sec): 101.5762448310852
Item: 1250, Location ID: LsinYXpZWlJUR0Sz6nEThA_41.889829_-87.671652, lat:41.889829, long:-87.671652, alt283, time(sec): 95.52191472053528
Item: 1251, Location ID: ojBxhvVamF3yqe1pmEP7IQ_41.887919_-87.622322, lat:41.887919, long:-87.622322, alt291, time(sec): 120.41537356376648
Item: 1252, Location ID: 7HQfBKMoTkbF2td_1mJCtw_41.867409_-87.660631, lat:41.867409, long:-87.660631, alt282, time(sec): 92.53993368148804
Item: 1253, Location ID: dzikD0eH3T5raMu73bYNpQ_41.874078_-87.622087, lat:41.874078, long:-87.622087, alt289, time(sec): 102.49644446372986
Item: 1254, Location ID: wImyBBeEMBWYhdlmnQcNYQ_41.890733_-87.689151, lat:41.890733, long:-87.689151, alt286, time(sec): 86.52333450317383
Item: 1255, Location ID: gm1slVErQLvHalr3X8HeDw_41.881904_-87.658787, lat:41.881904, long:-87.658787, alt281, time(sec): 97.47557663917542
Item: 1256, Location ID: nJKnz0bT_cvx03i1iL-Zfg_41.875399_-87.669637, lat:41.875399, long:-87.669637, alt282, time(sec): 96.49463629722595
Item: 1257, Location ID: ZAQ8jagAbi0etmJjonF9Ng_41.878557_-87.687258, lat:41.878557, long:-87.687258, alt283, time(sec): 85.48048090934753
Item: 1258, Location ID: cKbU7ERjffpfayTB7tDExA_41.889507_-87.645068, lat:41.889507, long:-87.645068, alt286, time(sec): 101.49327945709229
Item: 1259, Location ID: KvFJ78G_1WYm6lD5xnL2SQ_41.886549_-87.666019, lat:41.886549, long:-87.666019, alt281, time(sec): 93.52776265144348
Item: 1260, Location ID: SNSDZ5PeuGYzMWcxy9glSA_41.878532_-87.679015, lat:41.878532, long:-87.679015, alt282, time(sec): 90.62043499946594
Item: 1261, Location ID: KrwekVe5C85erSCKH4DECg_41.876858_-87.634252, lat:41.876858, long:-87.634252, alt281, time(sec): 114.44468021392822
Item: 1262, Location ID: NWgph4I1Rod_K_88aHmkxA_41.869007_-87.633468, lat:41.869007, long:-87.633468, alt280, time(sec): 93.47307586669922
Item: 1263, Location ID: UpfQlmuYokdXg7OX4d7Kig_41.880648_-87.685371, lat:41.880648, long:-87.685371, alt281, time(sec): 87.60255408287048
Item: 1264, Location ID: 6NpYogiynptoKaJyXnd3Wg_41.880165_-87.668710, lat:41.880165, long:-87.66871, alt284, time(sec): 92.5158839225769
Item: 1265, Location ID: z99AG_WXRWIuUxOp6IA2jw_41.852736_-87.642297, lat:41.852736, long:-87.642297, alt281, time(sec): 94.49243760108948
Item: 1266, Location ID: HvCKlTZB28KFxw_4NGfoxw_41.892103_-87.689008, lat:41.892103, long:-87.689008, alt284, time(sec): 89.46716785430908
Item: 1267, Location ID: P_H34jcN3If6-rdkQQ_E7g_41.889716_-87.654619, lat:41.889716, long:-87.654619, alt278, time(sec): 96.56928849220276
Item: 1268, Location ID: FhbkQ9s7QdZzT360hYAgBg_41.879521_-87.668291, lat:41.879521, long:-87.668291, alt281, time(sec): 97.5298969745636
Item: 1269, Location ID: YGW9gNonhj5PyUdG_Eaenw_41.894352_-87.689847, lat:41.894352, long:-87.689847, alt283, time(sec): 89.48408055305481
Item: 1270, Location ID: kHfFNkLN4FI5jZxxu_B0mw_41.853005_-87.682229, lat:41.853005, long:-87.682229, alt284, time(sec): 88.6415536403656
Item: 1271, Location ID: XWrf6XXuSE6wsU6HgDEs_w_41.870306_-87.629542, lat:41.870306, long:-87.629542, alt287, time(sec): 103.4829478263855
Item: 1272, Location ID: TkwvQoEAcbTZzEwD_2_IQw_41.860529_-87.634612, lat:41.860529, long:-87.634612, alt291, time(sec): 87.5459451675415
Item: 1273, Location ID: Ho2YS3j91zJB20tHrdWrqg_41.871888_-87.624581, lat:41.871888, long:-87.624581, alt287, time(sec): 104.40671110153198
Item: 1274, Location ID: jMt4RujEvFDofqbtsNTKxQ_41.856784_-87.640821, lat:41.856784, long:-87.640821, alt283, time(sec): 91.52273535728455
Item: 1275, Location ID: F887Ef0A7ZgC26jBAxhBbQ_41.864680_-87.653101, lat:41.86468, long:-87.653101, alt288, time(sec): 90.52221703529358
Item: 1276, Location ID: lW8gmmW8w6viDq4eQ10-gQ_41.854941_-87.674723, lat:41.854941, long:-87.674723, alt282, time(sec): 87.4885802268982
Item: 1277, Location ID: svupdHCB2GZDt2_PNAAgdw_41.888657_-87.676081, lat:41.888657, long:-87.676081, alt284, time(sec): 87.59695792198181
Item: 1278, Location ID: 6yQk3zHNQf-PAHa2X4P7jA_41.881407_-87.684965, lat:41.881407, long:-87.684965, alt282, time(sec): 88.48192381858826
Item: 1279, Location ID: PFETXZR-NAl7nSBHy6duVg_41.884688_-87.655634, lat:41.884688, long:-87.655634, alt283, time(sec): 101.48246884346008
Item: 1280, Location ID: RwwmCVHc2yW4z9m9zErlCA_41.865232_-87.657830, lat:41.865232, long:-87.65783, alt285, time(sec): 89.63535046577454
Item: 1281, Location ID: cfqmaX2vvFyuHTRZkew7lA_41.889951_-87.638049, lat:41.889951, long:-87.638049, alt283, time(sec): 112.53213834762573
Item: 1282, Location ID: cWpmXwDEl1UE5yi9p2z26A_41.873255_-87.667417, lat:41.873255, long:-87.667417, alt287, time(sec): 96.56270956993103
Item: 1283, Location ID: dT6U4ta4OYmDSJDF9QmLjg_41.885922_-87.689016, lat:41.885922, long:-87.689016, alt285, time(sec): 87.57041239738464
Item: 1284, Location ID: 5fj_22hVN2_6WVIBy0Pv6g_41.853823_-87.630107, lat:41.853823, long:-87.630107, alt283, time(sec): 94.4712610244751
Item: 1285, Location ID: XE9JzW5-x4GPZGE_My1Nlw_41.889056_-87.619020, lat:41.889056, long:-87.61902, alt280, time(sec): 108.5217456817627
Item: 1286, Location ID: WNCz0N0rhNojURyMSRXlaQ_41.887772_-87.630624, lat:41.887772, long:-87.630624, alt290, time(sec): 119.46889233589172
Item: 1287, Location ID: w4PY5Z_tc9f25N0VBavpaA_41.873241_-87.632591, lat:41.873241, long:-87.632591, alt282, time(sec): 105.47327327728271
Item: 1288, Location ID: MNC3KY4JJi2gz2Bi9foV5w_41.858879_-87.641907, lat:41.858879, long:-87.641907, alt281, time(sec): 89.58408880233765
Item: 1289, Location ID: j5vMOASer6fqpizHOCihhQ_41.878660_-87.683328, lat:41.87866, long:-87.683328, alt283, time(sec): 86.5267813205719
Item: 1290, Location ID: C8nKihxWjujbw1fQjaZjAA_41.893007_-87.628082, lat:41.893007, long:-87.628082, alt298, time(sec): 119.417072057724
Item: 1291, Location ID: j5Dif91gyGs58vcJlB5Sqg_41.877907_-87.691094, lat:41.877907, long:-87.691094, alt283, time(sec): 87.52502846717834
Item: 1292, Location ID: gUl3LNwWWuXwzpUbnoQ3zg_41.893367_-87.623287, lat:41.893367, long:-87.623287, alt288, time(sec): 120.4742112159729
Item: 1293, Location ID: yeOTPzZMEh5nsBEjTAGN8w_41.854173_-87.638547, lat:41.854173, long:-87.638547, alt287, time(sec): 90.45459175109863
Item: 1294, Location ID: VfYrbwHoTZEezHXiu6O7gw_41.861822_-87.634665, lat:41.861822, long:-87.634665, alt280, time(sec): 85.56867003440857
Item: 1295, Location ID: 8t2cNAIL2Yiiy8FSPCkglA_41.889405_-87.671964, lat:41.889405, long:-87.671964, alt283, time(sec): 90.5197548866272
Item: 1296, Location ID: yS5qs4ZwerbquGeIXw_gbA_41.894242_-87.619377, lat:41.894242, long:-87.619377, alt286, time(sec): 115.45934915542603
Item: 1297, Location ID: jNb8Jaxwg5gPbdhWfCwi8A_41.856624_-87.628283, lat:41.856624, long:-87.628283, alt283, time(sec): 91.68700933456421
Item: 1298, Location ID: uj6wV-nSPUsEyN65dXtKeg_41.885620_-87.672359, lat:41.88562, long:-87.672359, alt282, time(sec): 88.5745222568512
Item: 1299, Location ID: AwJ3IMahdd1fP2-6mNRYdw_41.859688_-87.660806, lat:41.859688, long:-87.660806, alt285, time(sec): 89.5654616355896
Item: 1300, Location ID: 5NJcujtznHcTRlzDOI8e6g_41.887390_-87.649403, lat:41.88739, long:-87.649403, alt282, time(sec): 98.53456664085388
Item: 1301, Location ID: Nkuvdx6mhegclWVhWSKhQQ_41.894451_-87.687419, lat:41.894451, long:-87.687419, alt285, time(sec): 88.51303339004517
Item: 1302, Location ID: Xe2hXEox9jPyVDwRLAyqIg_41.880683_-87.631722, lat:41.880683, long:-87.631722, alt283, time(sec): 128.32464265823364
Item: 1303, Location ID: lF3HGplNkPvY7HFfoQmm0Q_41.887784_-87.643610, lat:41.887784, long:-87.64361, alt276, time(sec): 101.46629476547241
Item: 1304, Location ID: d_fzY2cEuwHSltC0r24MXA_41.892516_-87.658597, lat:41.892516, long:-87.658597, alt282, time(sec): 96.54125738143921
Item: 1305, Location ID: FY9yuqXLqfDsJgsrGBWfaw_41.871222_-87.629557, lat:41.871222, long:-87.629557, alt279, time(sec): 105.53596329689026
Item: 1306, Location ID: aKqRpcqBm_SJP2JjUMSMbg_41.878884_-87.676555, lat:41.878884, long:-87.676555, alt280, time(sec): 89.50288701057434
Item: 1307, Location ID: COqCyhK45NTYb5G0Xd-jug_41.879728_-87.651944, lat:41.879728, long:-87.651944, alt283, time(sec): 103.5347855091095
Item: 1308, Location ID: oxZJqV_06_EdJw_dLz_mJg_41.880785_-87.644097, lat:41.880785, long:-87.644097, alt277, time(sec): 108.53407192230225
Item: 1309, Location ID: 2ak46Y8_4mGoZ5fJnCk3Mw_41.882851_-87.645417, lat:41.882851, long:-87.645417, alt280, time(sec): 101.50984382629395
Item: 1310, Location ID: EUnIM6MttLll9_Popv5YgQ_41.883402_-87.625325, lat:41.883402, long:-87.625325, alt305, time(sec): 129.5471704006195
Item: 1311, Location ID: r59dcGg_K1DjRRyoqa8KAg_41.860309_-87.666185, lat:41.860309, long:-87.666185, alt287, time(sec): 86.53038597106934
Item: 1312, Location ID: uGh6GmmHu-yCBuJRoY1G4w_41.860743_-87.687732, lat:41.860743, long:-87.687732, alt287, time(sec): 84.67693996429443
Item: 1313, Location ID: -rqy09DIspAvEfb_D68ikQ_41.885015_-87.684093, lat:41.885015, long:-87.684093, alt280, time(sec): 86.59239315986633
Item: 1314, Location ID: mPKkxbQDYpu7lpxlngZRWQ_41.883257_-87.655572, lat:41.883257, long:-87.655572, alt283, time(sec): 97.59610605239868
Item: 1315, Location ID: dcyBHrHbnZM7dBO7NQVExQ_41.890529_-87.637016, lat:41.890529, long:-87.637016, alt289, time(sec): 107.51661539077759
Item: 1316, Location ID: Bk_sjwiRUUIrtbg6-qaztg_41.852137_-87.642504, lat:41.852137, long:-87.642504, alt281, time(sec): 87.53319382667542
Item: 1317, Location ID: rm1FgWPL1l2Az1vFzFBqYg_41.868782_-87.621101, lat:41.868782, long:-87.621101, alt283, time(sec): 97.51392006874084
Item: 1318, Location ID: HveFiBEIUCH5E1ruUtE-0g_41.886069_-87.659401, lat:41.886069, long:-87.659401, alt280, time(sec): 92.50608468055725
Item: 1319, Location ID: BbIbGNegfYTJ_0GYm_ICMQ_41.866377_-87.627496, lat:41.866377, long:-87.627496, alt283, time(sec): 99.42357325553894
Item: 1320, Location ID: I1iAVXyHu5L9FeACwl1TAg_41.854153_-87.667183, lat:41.854153, long:-87.667183, alt283, time(sec): 87.5695230960846
Item: 1321, Location ID: f9VUIBPg2IeZMfmiGG5aqg_41.870890_-87.673744, lat:41.87089, long:-87.673744, alt290, time(sec): 94.55424213409424
Item: 1322, Location ID: aPvj2Nk1I7QbdmhtEXyYyw_41.871373_-87.651117, lat:41.871373, long:-87.651117, alt322, time(sec): 92.55668473243713
Item: 1323, Location ID: AMabUvapXznchRuovz-FFQ_41.885548_-87.660336, lat:41.885548, long:-87.660336, alt282, time(sec): 91.53987956047058
Item: 1324, Location ID: mWpBSs7zdMZdPl3pGQ_K1Q_41.877333_-87.661907, lat:41.877333, long:-87.661907, alt283, time(sec): 88.53022980690002
Item: 1325, Location ID: Vc1lVHVNvaOftvRbi7Dj2g_41.889605_-87.664553, lat:41.889605, long:-87.664553, alt279, time(sec): 90.56187272071838
Item: 1326, Location ID: gZuU8FzbG8i0gV_bo3xulQ_41.882925_-87.660945, lat:41.882925, long:-87.660945, alt286, time(sec): 93.57638454437256
Item: 1327, Location ID: t69rVx5ws5j_wTdd-BJtZw_41.876117_-87.633738, lat:41.876117, long:-87.633738, alt279, time(sec): 107.586678981781
Item: 1328, Location ID: i9Mh3FQ98JA4yHvFQ5nVGQ_41.855431_-87.627634, lat:41.855431, long:-87.627634, alt286, time(sec): 92.57113933563232
Item: 1329, Location ID: vLOUieqhHU5jWV5fyEHJmQ_41.890616_-87.654036, lat:41.890616, long:-87.654036, alt281, time(sec): 91.64044165611267
Item: 1330, Location ID: 95d-_d_Rg2mqXjyxcXRX7g_41.882057_-87.623285, lat:41.882057, long:-87.623285, alt290, time(sec): 113.47426700592041
Item: 1331, Location ID: O9glaVay27P2DOTQk2p1ZA_41.886781_-87.648262, lat:41.886781, long:-87.648262, alt287, time(sec): 96.6784405708313
Item: 1332, Location ID: um8pSx90mroifUFLA0y2Ug_41.877565_-87.684557, lat:41.877565, long:-87.684557, alt283, time(sec): 85.52212166786194
Item: 1333, Location ID: w5oSaXU8HPUTse9VbPQWrQ_41.891809_-87.644369, lat:41.891809, long:-87.644369, alt281, time(sec): 93.57644605636597
Item: 1334, Location ID: uLGj-x2QmEH_Bxp1L2KlaQ_41.870711_-87.680283, lat:41.870711, long:-87.680283, alt280, time(sec): 88.49693369865417
Item: 1335, Location ID: uQOU9F68YLqpVV5yJLVBVA_41.882340_-87.672686, lat:41.88234, long:-87.672686, alt281, time(sec): 87.58814668655396
Item: 1336, Location ID: A_9rcnqQFNutKHgz-beVXg_41.891199_-87.644836, lat:41.891199, long:-87.644836, alt280, time(sec): 92.55422687530518
Item: 1337, Location ID: VFMXk5_z5U10Ob6Hfr6yWw_41.893013_-87.687131, lat:41.893013, long:-87.687131, alt283, time(sec): 85.59500217437744
Item: 1338, Location ID: azzsZ3tT9CtahI5LvlEnmQ_41.878049_-87.640354, lat:41.878049, long:-87.640354, alt278, time(sec): 106.51458859443665
Item: 1339, Location ID: G2JNJdCjBnc7ZSzuCwk-lQ_41.859555_-87.642933, lat:41.859555, long:-87.642933, alt281, time(sec): 86.614093542099
Item: 1340, Location ID: zk1uksGOjuVAXcL_7XP7xQ_41.892707_-87.677751, lat:41.892707, long:-87.677751, alt280, time(sec): 88.56991839408875
Item: 1341, Location ID: 5FF90oj7hFklBjPxYCIYhA_41.876230_-87.635219, lat:41.87623, long:-87.635219, alt294, time(sec): 109.4950897693634
Item: 1342, Location ID: rG8JlQ0ZSvEdSlNpyIs4GA_41.885065_-87.639839, lat:41.885065, long:-87.639839, alt298, time(sec): 110.50411462783813
Item: 1343, Location ID: 2oA2VcnmnYxU9xYvWU7qYw_41.881644_-87.627756, lat:41.881644, long:-87.627756, alt282, time(sec): 123.32244110107422
Item: 1344, Location ID: j556Ma2DOsfm2oIsrUx52A_41.861560_-87.660597, lat:41.86156, long:-87.660597, alt287, time(sec): 85.5346155166626
Item: 1345, Location ID: gxBUmhHdnxPSrKoN1AIAqw_41.880447_-87.649528, lat:41.880447, long:-87.649528, alt287, time(sec): 106.49355006217957
Item: 1346, Location ID: YDQ4PwH1uvZyuoKZ4xLoRg_41.885415_-87.647432, lat:41.885415, long:-87.647432, alt282, time(sec): 95.39186120033264
Item: 1347, Location ID: 7vLFd7Yrf5a3qKgpO6vaQw_41.890138_-87.686649, lat:41.890138, long:-87.686649, alt284, time(sec): 84.64190769195557
Item: 1348, Location ID: ZQH-XkpyAdYwY_NkZn2kIQ_41.885799_-87.680903, lat:41.885799, long:-87.680903, alt284, time(sec): 84.60909962654114
Item: 1349, Location ID: 0H08UNuH0dC6l1mFXxlSMA_41.876080_-87.653902, lat:41.87608, long:-87.653902, alt281, time(sec): 92.70917820930481
Item: 1350, Location ID: CQhwBMkelejYdfy_O5lyWQ_41.852618_-87.678072, lat:41.852618, long:-87.678072, alt281, time(sec): 96.52720785140991
Item: 1351, Location ID: WWt3qFbhLgtj5yv0iD4jOQ_41.861124_-87.634622, lat:41.861124, long:-87.634622, alt279, time(sec): 112.52087879180908
Item: 1352, Location ID: Z4XiVjjy7OUfnOnUEMNBYw_41.880156_-87.658820, lat:41.880156, long:-87.65882, alt283, time(sec): 192.338481426239
Item: 1353, Location ID: w1Ji82Yts68-8vAk9sBWOA_41.873779_-87.657074, lat:41.873779, long:-87.657074, alt282, time(sec): 217.2452003955841
Item: 1354, Location ID: bRM9WLGHP6Otzy7leJpTGA_41.891300_-87.642729, lat:41.8913, long:-87.642729, alt283, time(sec): 330.39220905303955
Item: 1355, Location ID: pRtkXxJJb2FN6n13iqCzHw_41.867609_-87.671706, lat:41.867609, long:-87.671706, alt283, time(sec): 340.35652112960815
Item: 1356, Location ID: YtXzGeJMInZBn5_SbBvtgA_41.889599_-87.688944, lat:41.889599, long:-87.688944, alt287, time(sec): 304.3631327152252
Item: 1357, Location ID: Oc37bunRQPVbl3CsJqvbQg_41.870227_-87.690671, lat:41.870227, long:-87.690671, alt283, time(sec): 323.3576486110687
Item: 1358, Location ID: IGErOUpa6vsAGOKp-LHSvQ_41.863049_-87.617206, lat:41.863049, long:-87.617206, alt289, time(sec): 488.3757519721985
Item: 1359, Location ID: Kzao00D69jfw6mEN22dSRw_41.882484_-87.647963, lat:41.882484, long:-87.647963, alt292, time(sec): 688.4370760917664
Item: 1360, Location ID: rKKmIC4daJbN1cv_BdTo3Q_41.865757_-87.626402, lat:41.865757, long:-87.626402, alt284, time(sec): 503.4291777610779
Item: 1361, Location ID: kJHKrFazlhpZqmhdFtxkhA_41.885755_-87.683966, lat:41.885755, long:-87.683966, alt282, time(sec): 96.55331444740295
Item: 1362, Location ID: e9js0NAxSPd0TMfgBhODCQ_41.892030_-87.645842, lat:41.89203, long:-87.645842, alt282, time(sec): 142.51756691932678
Item: 1363, Location ID: h0df3KoYzeNe2GzTkyNowQ_41.857584_-87.646160, lat:41.857584, long:-87.64616, alt283, time(sec): 176.34560585021973
Item: 1364, Location ID: jQ3MKFgpEukFybjaRIGEVw_41.882960_-87.690987, lat:41.88296, long:-87.690987, alt283, time(sec): 185.4638328552246
Item: 1365, Location ID: PBwqDtQg6c11aGlYNb7m5g_41.863781_-87.647876, lat:41.863781, long:-87.647876, alt281, time(sec): 235.33427691459656
Item: 1366, Location ID: 87r-Sn78kNQc0rufXcnC1A_41.888475_-87.633996, lat:41.888475, long:-87.633996, alt294, time(sec): 572.3824300765991
Item: 1367, Location ID: 8yLJD4ZwpiWz9bTMyOyaJw_41.862419_-87.661459, lat:41.862419, long:-87.661459, alt285, time(sec): 336.46055936813354
Item: 1368, Location ID: z1SQU1dhcz6rFQ6FGY1Kmw_41.877021_-87.656315, lat:41.877021, long:-87.656315, alt287, time(sec): 488.4523549079895
Item: 1369, Location ID: DX9lVp2X6N0lPS6S9NcTUw_41.876719_-87.644711, lat:41.876719, long:-87.644711, alt277, time(sec): 621.4442667961121
Item: 1370, Location ID: 2pd4XXMSjeeDhNCXKXyupA_41.891610_-87.631584, lat:41.89161, long:-87.631584, alt282, time(sec): 729.4639480113983
Item: 1371, Location ID: G90-4Ujoi3D0etnO4GyOAA_41.890057_-87.628628, lat:41.890057, long:-87.628628, alt286, time(sec): 146.20958352088928
Item: 1372, Location ID: _gYIgZEiJyWQW-KQdNu7pw_41.891987_-87.667784, lat:41.891987, long:-87.667784, alt284, time(sec): 171.1949200630188
Item: 1373, Location ID: irj5qvwUy6R5cx-BzQSesg_41.894928_-87.642937, lat:41.894928, long:-87.642937, alt282, time(sec): 251.1796269416809
Item: 1374, Location ID: l4d6eOKjAcdKOxU8lF49cQ_41.857378_-87.664321, lat:41.857378, long:-87.664321, alt282, time(sec): 242.1803162097931
Item: 1375, Location ID: ygqSUKFLVlRYpd8BNEEODw_41.889092_-87.684834, lat:41.889092, long:-87.684834, alt284, time(sec): 262.176127910614
Item: 1376, Location ID: tIuZnX3u1LqYZjn0O_XbvQ_41.871457_-87.617687, lat:41.871457, long:-87.617687, alt282, time(sec): 302.19158029556274
Item: 1377, Location ID: ZSBtvgyGLJcutXyiXHb3Rg_41.890796_-87.632129, lat:41.890796, long:-87.632129, alt283, time(sec): 651.2498362064362
Item: 1378, Location ID: 3FbcMBn0-zDKCjT5qO-Oqg_41.883010_-87.687147, lat:41.88301, long:-87.687147, alt287, time(sec): 393.1885325908661
Item: 1379, Location ID: NM1uwghfhZH9coZIr7jRSw_41.869766_-87.642438, lat:41.869766, long:-87.642438, alt279, time(sec): 466.2101728916168
Item: 1380, Location ID: 5HDL-7J6fRayNXQ8QISlDw_41.886373_-87.650981, lat:41.886373, long:-87.650981, alt287, time(sec): 694.241952419281
Item: 1381, Location ID: 9h-BCf1eryEkVl4-Pw0xoQ_41.884475_-87.691097, lat:41.884475, long:-87.691097, alt284, time(sec): 85.22215533256531
Item: 1382, Location ID: wr0nlASWUbSFyLjWNhm5-g_41.894476_-87.629759, lat:41.894476, long:-87.629759, alt289, time(sec): 180.19913411140442
Item: 1383, Location ID: KnVdczuHSZHC2RWIuhQiOA_41.882047_-87.627632, lat:41.882047, long:-87.627632, alt282, time(sec): 413.18489050865173
Item: 1384, Location ID: C8cKpFvdHtTVDoVhieQrhw_41.882144_-87.650126, lat:41.882144, long:-87.650126, alt286, time(sec): 398.20611000061035
Item: 1385, Location ID: 204qbSsi3bFFKLrJOLmo8g_41.886518_-87.618410, lat:41.886518, long:-87.61841, alt285, time(sec): 575.2279808521271
Item: 1386, Location ID: m-67g1T1Vnn2We5PCu3fNw_41.892116_-87.629714, lat:41.892116, long:-87.629714, alt278, time(sec): 721.2355184555054
Item: 1387, Location ID: 0hxMUDzRRCs9jIjpc-zrAA_41.875320_-87.683071, lat:41.87532, long:-87.683071, alt278, time(sec): 434.2065222263336
Item: 1388, Location ID: 2g7f9N2oI3Ls2RXQCLVBbg_41.886275_-87.638491, lat:41.886275, long:-87.638491, alt277, time(sec): 804.2463231086731
Item: 1389, Location ID: OkcrWamXZBhZqKJJHvgYyw_41.852108_-87.625494, lat:41.852108, long:-87.625494, alt290, time(sec): 94.20981335639954
Item: 1390, Location ID: Re7nGWGsDKNY9fcICMyszw_41.879387_-87.634600, lat:41.879387, long:-87.6346, alt282, time(sec): 221.1732931137085
Item: 1391, Location ID: 2y3k0lFwInCWKv32avTiSA_41.859826_-87.652089, lat:41.859826, long:-87.652089, alt285, time(sec): 198.19369339942932
Item: 1392, Location ID: 4-mCwdSo8akej4mZiBkk3w_41.877363_-87.681460, lat:41.877363, long:-87.68146, alt282, time(sec): 225.18528723716736
Item: 1393, Location ID: DbGNbDjYC2Z1kKrRxpvtmA_41.869773_-87.675260, lat:41.869773, long:-87.67526, alt289, time(sec): 316.19260478019714
Item: 1394, Location ID: Z-TMPs2cnrJVGMz0pNMDlw_41.857855_-87.624858, lat:41.857855, long:-87.624858, alt282, time(sec): 387.1920838356018
Item: 1395, Location ID: lQlEI04MkWVLrJQZw7cWyw_41.865782_-87.654404, lat:41.865782, long:-87.654404, alt282, time(sec): 353.19770765304565
Item: 1396, Location ID: bLy_gL9rMjTRwzB9Vsj8bA_41.884444_-87.641842, lat:41.884444, long:-87.641842, alt284, time(sec): 692.2308719158173
Item: 1397, Location ID: 7oSb32XMxOOmAZnQFGQZ0Q_41.876241_-87.658061, lat:41.876241, long:-87.658061, alt288, time(sec): 529.2169589996338
Item: 1398, Location ID: 1duarIAyihVgcXv7NBPiQw_41.886820_-87.644836, lat:41.88682, long:-87.644836, alt288, time(sec): 583.23255443573
Item: 1399, Location ID: hMA2gUYe-mWmEZ0AUHkG1Q_41.888422_-87.633479, lat:41.888422, long:-87.633479, alt295, time(sec): 113.20969915390015
Item: 1400, Location ID: ZOKaqe7msCmrzROOP9U2Tw_41.872765_-87.654280, lat:41.872765, long:-87.65428, alt284, time(sec): 93.20695424079895
Item: 1401, Location ID: -yUcB2O2jSFBAM4HAYhONw_41.854458_-87.679009, lat:41.854458, long:-87.679009, alt286, time(sec): 85.22913551330566
Item: 1402, Location ID: O-Gg1A3lDd50qluU6CcWlA_41.855572_-87.663162, lat:41.855572, long:-87.663162, alt283, time(sec): 85.23862504959106
Item: 1403, Location ID: vRlkMp7SOYbCZSZdnlwb7A_41.879003_-87.632313, lat:41.879003, long:-87.632313, alt283, time(sec): 117.1938419342041
Item: 1404, Location ID: Nwb3pvT3W5uJ3EyEaW_lbw_41.884835_-87.660136, lat:41.884835, long:-87.660136, alt284, time(sec): 90.20673608779907
Item: 1405, Location ID: z7MJTEpyjGWjFplPCpIYHw_41.857837_-87.619595, lat:41.857837, long:-87.619595, alt286, time(sec): 92.20065665245056
Item: 1406, Location ID: fYhKoQtCZGPOvSvrcIhYaQ_41.857662_-87.654852, lat:41.857662, long:-87.654852, alt285, time(sec): 86.21873998641968
Item: 1407, Location ID: ljAvtSyI6DeDvGIIxGrfdw_41.889023_-87.623018, lat:41.889023, long:-87.623018, alt283, time(sec): 108.19187474250793
Item: 1408, Location ID: vd5QZOtPrE0jRIlZtkqcwg_41.880210_-87.666116, lat:41.88021, long:-87.666116, alt285, time(sec): 89.20323419570923
Item: 1409, Location ID: LeY0Nbpb01EFfGg7RACvEQ_41.869107_-87.640744, lat:41.869107, long:-87.640744, alt290, time(sec): 88.21885561943054
Item: 1410, Location ID: GJxDryd5apRo-9_D7KJx_w_41.861542_-87.661511, lat:41.861542, long:-87.661511, alt285, time(sec): 84.21214890480042
Item: 1411, Location ID: 0j6XJMiH2MzAJyicbugrJw_41.856365_-87.668611, lat:41.856365, long:-87.668611, alt281, time(sec): 84.22505807876587
